os,cpu,gpu,ram,kernel,driver,cpuscheduler
Steam Runtime 4,AMD Ryzen 5 5600X 6-Core Processor,Radeon RX 5600 OEM/5600 XT / 5700/5700 XT,16293816,7.0.11-76070011-generic,,performance
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,elapsed
50.4995,19.8022,98.0296,92,81,58,1952,875,3.40593,199,10.3981,28741545963
55.3655,18.0618,98.0296,92,81,58,1952,875,3.40593,199,10.3981,28841639962
63.0992,15.8481,98.0296,92,81,58,1952,875,3.40593,199,10.3981,28942184731
48.1102,20.7856,98.0296,92,81,58,1952,875,3.40593,199,10.3981,29042299339
69.9075,14.3046,98.0296,92,81,58,1952,875,3.40593,199,10.3981,29142402428
61.2343,16.3307,98.843,87,81,60,1870,875,3.40593,190,11.0922,29242509387
57.1511,17.4975,98.843,87,81,60,1870,875,3.40593,190,11.0922,29342611615
43.8242,22.8184,98.843,87,81,60,1870,875,3.40593,190,11.0922,29442729894
53.9108,18.5492,98.843,87,81,60,1870,875,3.40593,190,11.0922,29542847253
68.6502,14.5666,98.843,87,81,60,1870,875,3.40593,190,11.0922,29643156961
70.2633,14.2322,98.5099,91,81,61,1938,875,3.40638,201,11.1002,29744188410
54.1796,18.4571,98.5099,91,81,61,1938,875,3.40638,201,11.1002,29845189589
66.7139,14.9894,98.5099,91,81,61,1938,875,3.40638,201,11.1002,29945307828
61.5878,16.237,98.5099,91,81,61,1938,875,3.40638,201,11.1002,30045430106
82.9297,12.0584,98.5099,91,81,61,1938,875,3.40638,201,11.1002,30145548325
63.2614,15.8074,95.2614,91,81,61,1940,875,3.40638,199,10.3675,30245672294
56.2872,17.766,95.2614,91,81,61,1940,875,3.40638,199,10.3675,30345787382
52.2902,19.124,95.2614,91,81,61,1940,875,3.40638,199,10.3675,30446042051
35.901,27.8544,95.2614,91,81,61,1940,875,3.40638,199,10.3675,30546210390
62.7548,15.935,95.2614,91,81,61,1940,875,3.40638,199,10.3675,30646340878
66.6135,15.012,99.1653,90,81,61,1963,875,3.40638,199,10.502,30746449967
63.5207,15.7429,99.1653,90,81,61,1963,875,3.40638,199,10.502,30847109066
67.2313,14.874,99.1653,90,81,61,1963,875,3.40638,199,10.502,30948191965
73.7204,13.5648,99.1653,90,81,61,1963,875,3.40638,199,10.502,31048302133
67.6253,14.7874,99.1653,90,81,61,1963,875,3.40638,199,10.502,31148409022
64.2575,15.5624,93.801,83,81,61,1807,875,3.40638,181,9.90949,31248550861
